"","Timestamp","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"137","2014-08-27 13:55:16",37,"Female","United States","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No"
"138","2014-08-27 13:55:22",32,"Male","United States","No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No"
"139","2014-08-27 13:56:27",23,"Female","United States","No","Yes","Yes","Never","100-500","No","No","Yes","No","Don't know","Don't know","Yes","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"140","2014-08-27 13:59:35",38,"Male","United States","No","No","Yes","Rarely","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No"
"141","2014-08-27 14:03:16",28,"Male","United States","No","No","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Don't know","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"142","2014-08-27 14:03:54",23,"Male","United States","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"143","2014-08-27 14:06:26",27,"Male","Portugal","No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"144","2014-08-27 14:10:15",18,"Male","United States","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"145","2014-08-27 14:10:47",35,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","Don't know","No"
"146","2014-08-27 14:11:46",27,"Male","United Kingdom","No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","No"
"147","2014-08-27 14:11:52",26,"Female","United States","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"148","2014-08-27 14:11:55",18,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"149","2014-08-27 14:13:02",38,"Female","United States","No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","No","Maybe","Some of them","No","No","No","Don't know","Yes"
"150","2014-08-27 14:13:16",26,"Female","United States","No","Yes","Yes","Rarely","26-100","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","No","Don't know","No"
"151","2014-08-27 14:14:52",35,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No"
"152","2014-08-27 14:15:13",45,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"153","2014-08-27 14:15:21",32,"Male","United States","No","No","No","Never","26-100","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"154","2014-08-27 14:18:20",30,"Female","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No"
"155","2014-08-27 14:18:44",33,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"156","2014-08-27 14:19:08",37,"Male","United States","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"157","2014-08-27 14:19:12",23,"Female","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No"
"158","2014-08-27 14:20:08",31,"Non-Binary","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
"159","2014-08-27 14:20:43",26,"Male","United States","No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"160","2014-08-27 14:21:37",28,"Female","United States","No","Yes","Yes","Often","100-500","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","No","Yes","No"
"161","2014-08-27 14:21:42",37,"Female","United States","No","No","Yes","Rarely","26-100","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"162","2014-08-27 14:22:36",30,"Non-Binary","United States","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"163","2014-08-27 14:23:51",27,"Male","United States","No","No","No","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"164","2014-08-27 14:24:15",35,"Male","United States","No","No","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"165","2014-08-27 14:25:41",36,"Male","United States","Yes","No","Yes","Never","1-5","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"166","2014-08-27 14:25:54",26,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","No","No","No"
"167","2014-08-27 14:26:32",27,"Male","United States","No","Yes","No","Sometimes","26-100","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"168","2014-08-27 14:27:28",25,"Male","United States","No","No","No","Never","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"169","2014-08-27 14:27:51",22,"Female","United States","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","Yes"
"170","2014-08-27 14:28:41",41,"Male","United States","No","Yes","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"171","2014-08-27 14:28:43",29,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","No"
"172","2014-08-27 14:28:49",32,"Male","United States","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"173","2014-08-27 14:28:51",24,"Female","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"174","2014-08-27 14:29:19",25,"Male","United States","No","No","Yes","Rarely","6-25","No","Yes","Yes","No","Don't know","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"175","2014-08-27 14:31:06",30,"Female","United States","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
"176","2014-08-27 14:31:28",25,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No"
"177","2014-08-27 14:31:44",30,"Male","United States","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"178","2014-08-27 14:37:46",46,"Male","United States","No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"179","2014-08-27 14:38:13",29,"Female","United States","Yes","No","No","Sometimes","26-100","No","Yes","Yes","Not sure","Don't know","No","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"180","2014-08-27 14:38:26",24,"Male","United States","No","No","No","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"181","2014-08-27 14:38:49",29,"Male","United States","No","No","No","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"182","2014-08-27 14:39:07",33,"Non-Binary","United States","No","Yes","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No"
"183","2014-08-27 14:39:20",27,"Male","United States","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","No","No","No","No","Maybe","No","No"
"184","2014-08-27 14:44:29",25,"Female","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"185","2014-08-27 14:45:12",23,"Male","United States","No","Yes","Yes","Sometimes","100-500","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"186","2014-08-27 14:45:45",54,"Male","United States","No","Yes","Yes","Never","26-100","No","Yes","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","No","Yes","No","No","Don't know","No"
"187","2014-08-27 14:47:10",22,"Male","United States","No","No","No","Sometimes","26-100","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"188","2014-08-27 14:47:28",25,"Non-Binary","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"189","2014-08-27 14:49:08",29,"Male","Belgium","No","No","No","Often","6-25","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"190","2014-08-27 14:49:30",27,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","No","No","No","Yes","Yes","No"
"191","2014-08-27 14:51:29",30,"Male","United Kingdom","No","No","No","Never","6-25","No","Yes","No","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"192","2014-08-27 14:52:44",26,"Male","United States","No","Yes","Yes","Often","26-100","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"193","2014-08-27 14:53:11",31,"Male","United States","No","No","Yes","Sometimes","500-1000","No","No","No","Yes","No","Don't know","Yes","Don't know","No","No","Some of them","No","No","No","No","No"
"194","2014-08-27 14:54:23",33,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"195","2014-08-27 14:54:56",34,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No"
"196","2014-08-27 14:57:46",34,"Male","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","Some of them","No","Maybe","Don't know","No"
"197","2014-08-27 15:04:41",26,"Male","United States","Yes","Yes","Yes","Rarely","100-500","Yes","No","No","No","No","Don't know","No","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No"
"198","2014-08-27 15:05:00",32,"Male","United States","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Yes","Yes","No"
"199","2014-08-27 15:09:58",28,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","No","No","No"
"200","2014-08-27 15:14:50",21,"Male","United States","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","No","No","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"201","2014-08-27 15:20:53",41,"Non-Binary","United States","No","Yes","Yes","Often","26-100","No","Yes","Yes","No","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes"
"202","2014-08-27 15:21:59",55,"Male","United States","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"203","2014-08-27 15:22:20",32,"Female","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"204","2014-08-27 15:22:26",21,"Female","United States","No","Yes","Yes","Rarely","26-100","No","Yes","Don't know","Not sure","Don't know","No","Don't know","Somewhat easy","Yes","No","Some of them","No","No","Yes","Don't know","No"
"205","2014-08-27 15:22:43",45,"Male","United States","No","No","Yes","Never","26-100","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"206","2014-08-27 15:22:45",27,"Female","United States","No","No","Yes","Rarely","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","Maybe","No","No","No","No","No","No"
"207","2014-08-27 15:22:50",25,"Female","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No"
"208","2014-08-27 15:22:52",34,"Female","United States","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
"209","2014-08-27 15:23:06",26,"Female","United States","No","Yes","Yes","Never","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"210","2014-08-27 15:23:19",27,"Male","United States","No","No","Yes","Rarely","26-100","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No"
"211","2014-08-27 15:23:30",31,"Male","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No"
"212","2014-08-27 15:23:51",26,"Male","United States","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No"
"213","2014-08-27 15:23:51",27,"Female","United States","No","Yes","Yes","Rarely","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","No","Yes","No","No","Don't know","No"
"214","2014-08-27 15:24:22",29,"Non-Binary","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","No","No"
"215","2014-08-27 15:24:27",25,"Female","United States","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"216","2014-08-27 15:24:47",40,"Female","United States","No","Yes","Yes","Rarely","26-100","No","No","Yes","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Don't know","No"
"217","2014-08-27 15:24:49",31,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","No","No","Don't know","No"
"218","2014-08-27 15:25:03",29,"Male","United States","No","No","No","Never","26-100","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"219","2014-08-27 15:25:41",32,"Female","United States","No","No","No","Never","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"220","2014-08-27 15:25:47",29,"Male","Canada","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
"221","2014-08-27 15:26:05",26,"Male","United States","No","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","No","No"
"222","2014-08-27 15:26:37",28,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"223","2014-08-27 15:26:57",35,"Male","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"224","2014-08-27 15:27:38",33,"Male","United States","No","Yes","Yes","Never","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Yes","Some of them","No","No","Yes","No"
"225","2014-08-27 15:29:03",33,"Male","United States","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","No","No","No","No","No","No","No"
"226","2014-08-27 15:29:07",31,"Female","United States","No","Yes","Yes","Rarely","26-100","No","No","Don't know","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No"
"227","2014-08-27 15:29:23",21,"Male","United States","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"228","2014-08-27 15:31:10",26,"Female","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","No","Yes","No"
"229","2014-08-27 15:31:18",30,"Male","United States","No","Yes","No","Often","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"230","2014-08-27 15:31:20",30,"Non-Binary","Germany","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","No","No"
"231","2014-08-27 15:31:40",55,"Male","United States","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","Yes"
"232","2014-08-27 15:32:09",28,"Male","Germany","No","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","No","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"233","2014-08-27 15:34:31",28,"Female","United States","No","No","Yes","Rarely","26-100","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"234","2014-08-27 15:34:32",21,"Male","United States","No","No","No","Sometimes","6-25","No","No","Don't know","Not sure","No","Yes","Yes","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"235","2014-08-27 15:35:21",24,"Male","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"236","2014-08-27 15:38:07",24,"Female","United States","No","Yes","Yes","Rarely","6-25","No","Yes","No","No","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","Yes","Yes","No"
"237","2014-08-27 15:38:27",33,"Male","United States","Yes","No","Yes","Often","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Yes","Yes","Don't know","No"
"238","2014-08-27 15:38:31",34,"Male","United States","No","No","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","Don't know","No"
"239","2014-08-27 15:38:32",27,"Female","United States","No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"240","2014-08-27 15:38:37",28,"Male","United States","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"241","2014-08-27 15:43:17",23,"Female","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"242","2014-08-27 15:43:27",29,"Male","United States","No","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"243","2014-08-27 15:43:45",36,"Male","United States","No","No","No","Rarely","26-100","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No"
"244","2014-08-27 15:44:16",41,"Non-Binary","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
"245","2014-08-27 15:46:39",39,"Male","United States","No","Yes","No","Often","26-100","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"246","2014-08-27 15:47:33",26,"Female","United States","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"247","2014-08-27 15:50:26",24,"Male","United States","No","No","Yes","Rarely","26-100","No","Yes","Yes","Yes","Yes","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"248","2014-08-27 15:53:39",43,"Male","United States","Yes","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"249","2014-08-27 15:53:59",40,"Non-Binary","United States","No","Yes","No","Never","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Yes","No"
"250","2014-08-27 15:54:45",30,"Male","United States","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","Yes","No","Don't know","Very difficult","Yes","No","Some of them","No","No","No","No","Yes"
"251","2014-08-27 15:55:07",34,"Male","United States","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","Don't know","No"
"252","2014-08-27 15:55:07",27,"Male","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No"
"253","2014-08-27 15:55:08",36,"Male","United States","No","No","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"254","2014-08-27 15:58:23",35,"Male","Netherlands","No","Yes","No","Never","100-500","No","Yes","Yes","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"255","2014-08-27 16:01:39",33,"Female","United States","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"256","2014-08-27 16:01:52",28,"Male","United States","No","No","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"257","2014-08-27 16:02:16",26,"Female","United States","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"258","2014-08-27 16:03:20",27,"Male","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","Maybe","Yes","No"
"259","2014-08-27 16:06:46",57,"Male","United States","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","No","No"
"260","2014-08-27 16:13:31",31,"Male","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"261","2014-08-27 16:13:40",58,"Male","United States","No","No","Yes","Rarely","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","Yes","No"
"262","2014-08-27 16:13:42",29,"Male","United States","No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No"
"263","2014-08-27 16:14:43",34,"Male","United States","No","No","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"264","2014-08-27 16:15:26",57,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No"
"265","2014-08-27 16:16:40",23,"Male","Germany","Yes","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","Maybe","Yes","Yes","Maybe","Yes","Don't know","No"
"266","2014-08-27 16:17:41",23,"Male","United States","No","No","No","Never","26-100","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"267","2014-08-27 16:18:44",43,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Yes","Don't know","No"
"268","2014-08-27 16:19:05",18,"Female","United Kingdom","No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"269","2014-08-27 16:19:25",29,"Male","United States","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"270","2014-08-27 16:20:36",48,"Male","United States","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"271","2014-08-27 16:21:11",28,"Female","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No"
"272","2014-08-27 16:21:24",30,"Male","United States","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
